n01797886_8416,n01807496_6388
n02106030_873,n02106166_346
n01753488_14402,n01756291_15523
n03908714_8594,n04116512_41858
n02107574_5996,n02107908_11697,n02108000_6831
n02088466_9415,n02089078_3504
n03782006_12821,n04152593_37138
n03775546_463,n07860988_1159
n02395406_5019,n02396427_2904
n02704792_7216,n04389033_15233
n02395406_2658,n02396427_1565
n02094114_89,n02094258_80,n02095570_108
n03085013_13005,n03832673_13705
n01855672_7216,n02017213_2688
n01682714_7168,n01693334_6173
n03782006_13384,n04152593_37972
n03710637_2964,n03710721_6365
n02395406_13692,n02396427_16687
n02093256_3546,n02093428_4833
n01644373_2003,n01644900_2166
n03773504_7919,n04008634_21469
n03710637_7150,n03710721_15145
n02093991_85,n02095570_107
n02799071_14374,n09835506_7220
n02484975_9026,n02493509_15235
n02093991_5381,n02098105_4696
n03710637_5695,n03710721_12102
n01828970_5173,n01843065_1402
n02910353_4187,n03874599_4297
n01729977_12177,n01749939_512
n02395406_17687,n02396427_10440
n01630670_6206,n01631663_8527
n04264628_1932,n04505470_2557
n01978287_8282,n01981276_13998
n03710637_8392,n03710721_17906
n01753488_10843,n01756291_17410
n03773504_3662,n04008634_18089
n03017168_17752,n03447721_10307
n01797886_3665,n01807496_3112
n02097298_9291,n02106382_5521
n03782006_12257,n04152593_36277
n02493509_4549,n02494079_4511
n02808440_43739,n04493381_73040
n07711569_2309,n12144580_7474
n02101556_1472,n02102480_764
n02165105_8361,n02167151_8091
n02107574_4306,n02108000_4784
n01978287_6225,n01981276_13042
n01740131_10996,n01751748_16722
n01797886_14237,n01807496_11776
n02107574_5562,n02108000_1791
n02403003_1779,n03868242_5802
n01644373_8567,n01644900_20396
n03017168_37952,n03447721_22035
n02808440_18432,n04493381_11058
n01729977_3372,n01739381_1161
n02403003_3269,n03868242_1989
n03710637_6092,n03710721_12922
n02808440_31815,n04493381_17138
n04116512_6301,n04118776_18551
n03710637_14861,n03710721_14563
n03535780_12989,n03888605_10779
n02114712_2407,n02114855_3893
n01753488_25340,n01756291_29364
n02808304_7543,n04209239_12061
n02395406_5448,n02397096_1357
n02114712_5296,n02120505_5149
n02165105_3690,n02168699_3769
n02169497_6794,n02172182_7298
n02094114_7494,n02095570_10344
n01797886_6329,n01807496_11016
n02441942_2569,n02443484_3090
n03773504_14357,n04008634_26543
n03724870_7613,n04229816_2613
n01740131_7446,n01756291_12694
n02422106_4340,n02422699_11104
n03782006_4182,n04152593_24697
n02403003_9531,n03967562_991
n03642806_4627,n03832673_13108
n02930766_1334,n03124170_319
n02114367_15847,n02120505_10259
n02099267_1761,n02099712_2619
n01753488_14705,n01756291_6863
n02119022_9017,n02119789_4756
n03535780_16882,n03888605_14042
n03710637_5097,n03710721_10852
n02119022_1536,n02119789_6159
n02791124_6801,n02791270_19410
n02107908_8819,n02108000_4125
n03782006_4270,n04152593_24839
n01797886_13820,n01807496_11456
n02114548_10349,n02114712_5948
n01682714_10305,n01693334_21591
n03782006_8300,n04152593_30501
n02978881_3344,n02979186_13206
n02895154_19160,n03146219_8696
n02412080_16578,n02415577_6114
n03773504_22851,n04008634_21731
n12144580_3727,n13133613_6567
n01797886_4895,n01807496_4107
n02988304_13914,n04392985_10637
n02107908_10093,n02108000_5336
n02107574_4125,n02108000_4587
n02017213_1149,n02018207_11781
n02108000_2891,n02108000_331
n02165456_5574,n02169497_1164
n03179701_4974,n03782006_3174
n01667114_1182,n01667778_3020
n03017168_6675,n03447721_3807
n02443114_17488,n02443484_15358
n03710637_3979,n03710721_8453
n02704792_21849,n04389033_40442
n03782006_38834,n04152593_72692
n02107574_5170,n02108000_5830
n03690938_9963,n04357314_15154
n02113023_7366,n02113186_6193
n02002556_11070,n02002724_2172
n02749479_482,n04090263_960
n02093754_313,n02095570_6661
n01753488_1843,n01756291_2923
n02002556_11031,n02002724_8074
n03782006_8356,n04152593_30577
n02325366_10663,n02326432_13418
n02979186_14015,n04392985_9290
n01774384_4573,n04275548_4812
n02107683_3719,n02107908_5585
n01753488_1170,n01756291_1922
n01753488_17674,n01755581_4793,n01756291_5976
n03642806_9692,n03832673_4345
n02107574_3694,n02107908_7982
n03773504_8985,n04008634_22296
n03976657_20538,n04067472_14692
n01753488_27864,n01756291_34522
n02497673_564,n02500267_10949
n01797886_16163,n01807496_13312
n02395406_26616,n02396427_15724
n03249569_48984,n03250847_11881
n02113712_540,n02113799_620
n13044778_5198,n13052670_6542
n02114367_26219,n02114712_6199
n03773504_23047,n04008634_21888
n02981792_23348,n04483307_16620
n01753488_7278,n01756291_11479
n02096294_6043,n02097658_1458
n01630670_185,n01631663_235
n02699494_13721,n03854065_61580
n07716358_17680,n07718472_15596
n02895154_3484,n03146219_1658
n02808440_399,n04493381_260
n01797886_10488,n01807496_8715
n03017168_18056,n03447721_10480
n03710637_9390,n03710721_19683
n13040303_6255,n13044778_5231
n03017168_34663,n03447721_20092
n01984695_5588,n01985128_4323
n02066245_8477,n02071294_5131
n01978455_312,n01986214_637
n02493509_3889,n02494079_3859
n03773504_4231,n04008634_1380
n03782006_14024,n04152593_38897
n02093428_19704,n02108422_5503
n03775546_6850,n04597913_4027
n02089078_8691,n02107142_55844
n02088094_1582,n02090622_1175
n02088466_6042,n02091244_2950
n03017168_41682,n03447721_24227
n02749479_9115,n04090263_17203
n01797886_17119,n01807496_2463
n02877765_15251,n04557648_8494
n01797886_5138,n01807496_4314
n02109961_12256,n02110185_8637
n02791124_2699,n02791270_7617
n03180011_8236,n03832673_14201
n01797886_13092,n01807496_1073
n02107908_11710,n02108000_6851
n03773504_18977,n04008634_18527
n01797886_2956,n01807496_2515
n01753488_13682,n01756291_4846
n13040303_7859,n13054560_9747
n03710637_15303,n03710721_1156
n01729977_1858,n01739381_646
n02979186_15401,n02988304_8472
n03017168_2302,n03447721_1278
n01797886_13147,n01807496_3358
n01797886_11099,n01807496_9232
n03710637_11107,n03710721_22580
n02098105_1090,n02098105_2945
n03710637_14791,n03710721_14390
n03109150_31679,n07892512_4813
n03742115_11516,n04493381_59284
n02442845_16152,n02444819_8277
n02112706_62,n02112706_866
n01729322_2159,n01753488_2120
n02704792_22579,n04389033_42456
n01796340_1093,n01798484_782
n01978287_2088,n01981276_3312
n02107574_4023,n02107908_9146,n02108000_4466
n02979186_10402,n04041544_30232
n02165105_11821,n02167151_9586
n03032252_20871,n04418357_3508
n02002556_2072,n02002724_1548
n03782006_328,n04152593_19194
n01729977_9306,n01739381_3019
n02107908_8397,n02108000_3766
n02095570_5489,n04409515_8740
n02107908_12147,n02108000_7247
n02672831_20975,n03720891_11454
n02443114_1099,n02443484_921
n02105855_9711,n02106030_9629
n01728572_12286,n01742172_18418
n03710637_13233,n03710721_10681
n02114367_29143,n02115641_6636
n03777754_8919,n03793489_10069
n01682714_10055,n01693334_8761
n02091134_3238,n02091831_2320
n01797886_10908,n01807496_7647
n02823750_1617,n03443371_2070
n03017168_19791,n03447721_11507
n02669723_9618,n03787032_8055
n02979186_14464,n04392985_9381
n03179701_3002,n04033901_1863
n12144580_637,n13133613_1124
n02107574_5102,n02108000_5761
n01753488_5334,n01756291_8413
n07718747_4441,n07730033_3566
n02097130_2701,n02097209_1859
n02895154_45524,n03146219_26493
n01797886_893,n01807496_765
n03773504_4660,n04008634_18866
n03259280_562,n04596742_17019
n02807133_4400,n04371430_4410
n02089867_4915,n02089973_2165
n03773504_5621,n04008634_19670
n03773504_15786,n04008634_15878
n01729322_6950,n01744401_8466
n01797886_3679,n01807496_3127
n03710637_8968,n03710721_19000
n03710637_1581,n03710721_3482
n02412080_12212,n02415577_15255
n01797886_8439,n01807496_7036
n03201208_14162,n03443371_14419
n03180011_7861,n03793489_3235
n02823428_11841,n02823750_3937
n02109961_6557,n02110185_4573
n02091467_3582,n02110185_7376
n04037443_178,n04285008_88
n01753488_13028,n01756291_3596
n02088632_9923,n02089867_8786
n01682714_11608,n01693334_10191
n03637318_17482,n04380533_1270
n02669723_447,n03787032_440
n03535780_13567,n03888605_24994
n02443114_15204,n02443484_13306
n02869837_1496,n03485794_3275
n01753488_13054,n01756291_3634
n07715103_9418,n07718472_21216
n02395406_10821,n02396427_6351
n01689811_5590,n01698640_10938
n03710637_9020,n03710721_19087
n01748264_19938,n01753488_17839
n02869837_3563,n03485794_7614
n02106030_7378,n02106166_3044
n03782006_4304,n04152593_24901
n01943899_16301,n01986214_25159
n02488291_3586,n02488702_3563
n02128385_6167,n02129165_7459
n01630670_4532,n01631663_5986
n02107574_6252,n02108000_7153
n02108089_9581,n02108422_3500
n02988304_10980,n04392985_9791
n07711569_6465,n07871810_15616
n07716906_6075,n07717410_3207
n02115641_1425,n02115913_416
n04118776_7894,n04238763_8556
n01797886_9006,n01807496_7537
n02441942_15111,n02442845_11877
n07717410_2084,n07720875_3577
n04264628_5529,n04505470_2744
n12144580_44783,n13133613_80909
n01514859_11067,n01796340_9148
n01753488_4553,n01756291_7272
n02165456_26891,n02169497_5569
n02009912_11209,n02012849_11086
n02892767_12889,n15075141_10896
n03710637_11071,n03710721_22513
n02403003_8584,n03868242_1070
n03393912_3891,n03895866_18569
n03706229_1229,n04355338_2965
n02988304_9208,n04392985_4066
n02395406_35116,n02396427_2399
n03983396_1804,n04525305_3047
n02361337_7166,n02363005_36971
n03196217_4049,n03197337_5064
n02486261_10635,n02500267_8090
n02086910_4436,n02097474_3906
n02808440_5317,n04493381_3206
n02101556_5512,n02101556_5903
n01753488_10842,n01756291_17406
n02791124_1734,n02791270_4824
n02106030_7509,n02106166_3104
n02090379_963,n02099849_924
n01753488_2460,n01756291_17049
n03782006_12910,n04152593_37329
n03793489_5443,n03832673_14669
n02442845_1968,n02443114_2748
n01943899_10841,n01986214_19969
n03930313_27355,n04604644_18567
n01797886_4701,n01807496_3951
n02109961_11649,n02110185_2522
n03804744_6540,n04153751_8548
n03710637_13372,n03710721_26440
n02493509_216,n02494079_2997
n04118776_3343,n04238763_3669
n03967562_251,n04252225_243
n02002556_7433,n02002724_5369
n02087046_6837,n02110806_4189
n07579787_839,n07836838_653
n02087394_1960,n02100583_2524
n03710637_1043,n03710721_2291
n03773504_3523,n04008634_17999
n01773549_1105,n01773797_1921
n02137549_6879,n02346627_13216
n02395406_11390,n02396427_6684
n02395406_3475,n02396427_1979
n03642806_1930,n03832673_5611
n02895154_15135,n04192698_18097
n02808440_4224,n04493381_2551
n03180011_8742,n03793489_6704,n03832673_15559
n02097130_6219,n02097209_8612
n03773504_19080,n04008634_18616
n01944390_3622,n01945685_2211
n02441942_28318,n02443114_5612,n02443484_4919
n01641577_7035,n01644900_6497
n01753488_4020,n01756291_6373
n02107574_5193,n02108000_5863
n02107908_10478,n02108000_5655
n01797886_154,n01807496_8850
n03782006_1395,n04152593_20724
n04040759_12579,n04265275_1493
n01797886_11187,n01807496_7582
n02089867_4314,n02089973_10943
n02422106_434,n02423022_987
n02791124_3112,n02791270_8915
n02165105_291,n02167151_1704
n02102040_3115,n02102177_1625
n01828970_5300,n01843065_1443
n04037443_8164,n04285008_3882
n03196217_3340,n03197337_3823,n04328186_11259
n02097298_2083,n02098286_830
n02395406_2529,n02396427_1486
n01797886_23009,n01807496_23618
n01978287_8671,n01981276_15873
n03710637_5427,n03710721_11515
n03085013_20898,n03832673_14022
n02089867_8261,n02089973_6357
n03930313_13624,n04604644_9349
n02979186_11383,n04392985_8297
n03394916_33662,n04487394_18542
n04264628_2452,n04505470_10055
n02087394_27367,n02094114_7060
n02104365_9602,n02105412_7263
n01770081_19359,n01774384_6247
n03690938_4330,n04357314_6448
n02815834_10023,n03733805_3545
n02412080_4458,n02415577_5491
n02442845_3567,n02444819_3755
n02786058_8931,n04127249_1471
n03124043_8281,n04493381_26297
n01740131_17622,n01751748_11544
n01728572_15737,n01737021_11912,n01740131_12920
n03782006_11429,n04152593_35012
n03775546_8778,n07860988_20262
n13037406_2152,n13052670_3825
n02749479_9077,n04090263_17118
n03773504_6078,n04008634_20060
n12144580_40939,n13133613_73810
n01797886_3548,n01807496_5041
n02109961_7969,n02110185_1077
n02090721_4554,n02092002_4952
n02701002_24,n02814533_80
n02808440_37351,n04493381_9542
n02808440_4950,n04493381_3001
n02110063_7766,n02110185_6276
n02727426_13249,n03530642_21385
n03710637_2202,n03710721_4782
n01753488_1164,n01756291_1917
n01871265_8076,n02504013_10887
n01740131_21459,n01744401_11188
n01630670_2199,n01631663_2674
n02090721_7275,n02092002_7904
n01797886_14632,n01807496_857
n02422699_7478,n02423022_6433
n02093859_29,n02095570_50
n02094114_1167,n02094258_987
n01978287_5566,n01978455_1189,n01981276_9357
n01773157_4952,n01773797_5206,n04275548_10965
n02483708_3610,n02492660_9358
n03782006_36388,n04152593_69411
n02119022_4143,n02119789_5055
n01871265_1729,n02504458_10515
n02091467_323,n02110185_672
n02101556_6869,n02102480_3362
n02441942_23110,n02443114_16260
n01914609_1018,n02607072_12048
n02979186_3618,n02988304_3742
n03710637_9286,n03710721_19512
n02795169_6696,n04049303_7931
n04201297_16783,n04239074_25635
n03250847_6474,n03929660_11200
n03733805_1325,n07930864_14413
n03710637_3277,n03710721_7008
n13037406_5703,n13052670_10445
n02095889_2134,n02095889_2471
n03220513_16588,n03457902_39963
n03976657_3678,n04458633_1775
n02116738_5306,n02117135_9405
n03017168_24590,n03447721_14312
n02114712_482,n02116738_3885
n02107683_2585,n02113023_5828
n03773504_986,n04008634_16090
n03710637_592,n03710721_1333
n02089867_3083,n02089973_3394
n03773504_21720,n04008634_20782
n04428191_19441,n04465501_5169
n01753488_28870,n01756291_36582
n07734744_6071,n13044778_3541
n02487347_12135,n04557648_12220
n02088238_5559,n02110341_6646
n02094114_4934,n02094258_4066
n02093991_6523,n02096294_9025
n01978287_11356,n01981276_19152
n03710637_7254,n03710721_15419
n01943899_20323,n03775546_7946
n01630670_3936,n01631663_4827
n03710637_14029,n03710721_12623
n03710637_10543,n03710721_21622
n02769748_33683,n03709823_8770
n04317175_1129,n04376876_1769
n02808440_13750,n04493381_1288
n02895154_28872,n03146219_2540
n02093991_7635,n02098105_7203
n02089867_7318,n02089973_5488
n01773157_2330,n01773797_2486
n02094114_4766,n02094258_3929
n03782006_12124,n04152593_36086
n01773157_4591,n01773797_5317
n02790996_481,n03255030_419
n03773504_5572,n04008634_11587
n12144580_35335,n13133613_63485
n03908714_2383,n04116512_9506
n02808440_4806,n04493381_15003
n02109961_21386,n02110185_12489
n02690373_10114,n04592741_11853
n02113023_6419,n02113186_5429
n02979186_6767,n04392985_4941
n02089867_7047,n02089973_5957
n01740131_15866,n01753488_9699
n02114367_15754,n02114548_10062
n02966687_6095,n04154565_12184
n04442312_34254,n04560804_32932
n02085936_1888,n02098413_1453
n02669723_4167,n03787032_4070
n03710637_7134,n03710721_15118
n02093991_8233,n02098105_7870
n01740131_12072,n01753488_12218
n02119022_4754,n02119789_2577
n01795545_6701,n01798484_12301
n02808440_304,n04493381_201
n03642806_2532,n03832673_10935
n03710637_1064,n03710721_2347
n07745940_12467,n07753275_16558
n03782006_13031,n04152593_37493
n02167151_6184,n02172182_7087
n01728920_6618,n01756291_13427
n01773157_2822,n01773797_5523
n01755581_2526,n01756291_9245
n02105251_4381,n02107908_2297
n03180011_6149,n03782006_4514
n02114855_4848,n02120505_13005
n01530575_487,n01532829_844
n02486261_9970,n02500267_7601
n03782006_11880,n04152593_35693
n02807133_12262,n03710637_7663
n03933933_19042,n04366367_7240
n01740131_10060,n01749939_61
n03017168_31062,n03447721_18094
n01797886_14816,n01807496_13232
n02749479_7481,n04090263_14028
n04116512_13431,n04118776_43256
n07614500_59810,n07836838_14808
n01729977_16277,n01739381_5908
n01751748_6269,n02526121_8015
n01630670_507,n01631663_651
n03770679_20365,n03977966_61120
n03710637_10044,n03710721_20772
n02395406_23647,n02396427_13953
n03773504_4405,n04008634_4232
n03710637_2445,n03710721_5285
n02795169_944,n04049303_4225
n02097047_1300,n02097209_824
n01729977_16356,n01739381_5932
n02667093_1781,n03045698_2181
n02895154_14363,n03146219_6551
n01797886_16480,n01807496_14128
n01728572_19673,n01728920_15079
n01755581_860,n01756291_1139
n02823428_4191,n03983396_6242
n02091134_16337,n02105251_7647
n02791124_325,n02791270_826
n03782006_16698,n04152593_42940
n03063689_21249,n04398044_27508
n01755581_2060,n01756291_11733
n02091134_9107,n02091831_6486
n03785016_25176,n03791053_28085
n02895154_30223,n03146219_14654
n02107574_6042,n02107683_7172
n02808440_30150,n04493381_23311
n03995372_2786,n04154565_5400
n02484975_5973,n02486261_12583,n02493509_10159
n01630670_1455,n01631663_1799
n03534580_11379,n03866082_4842
n01630670_4898,n01632458_2631
n02403003_7646,n03868242_645
n02403003_5882,n03868242_3122
n02107574_841,n02107908_1128
n02093256_6960,n02093428_9514
n01682714_2459,n01693334_2194
n03220513_1798,n03781244_2509
n01978287_11733,n01981276_14920
n03000247_68189,n04141327_18621
n02395406_28030,n02396427_16607
n02107908_8689,n02108000_4044
n02090721_1810,n02092002_1959
n02107908_9928,n02108000_5182
n03773504_7833,n04008634_21405
n02128385_5726,n02128757_5700
n03773504_319,n04008634_23508
n07716906_7311,n07717556_2281
n01689811_3660,n01740131_6185
n03773504_8255,n04008634_21737
